MemberId,Name,Signature,StartLine,EndLine,LineCount,CalledMethodNames,ResolvedTargetIds,AmbiguousMethodNames,UnresolvedMethodNames,CallCount,ResolvedCount,AmbiguousCount,UnresolvedCount
"Method|LatestVersionTextBlock_OnToolTipClosing(object,ToolTipEventArgs)|L13269",LatestVersionTextBlock_OnToolTipClosing,"LatestVersionTextBlock_OnToolTipClosing(object,ToolTipEventArgs)",13269,13276,8,,,,,0,0,0,0
"Method|ChangelogToolTip_OnPreviewMouseWheel(object,MouseWheelEventArgs)|L13278",ChangelogToolTip_OnPreviewMouseWheel,"ChangelogToolTip_OnPreviewMouseWheel(object,MouseWheelEventArgs)",13278,13293,16,GetCurrentScrollMultiplier,Method|GetCurrentScrollMultiplier()|L13361,,,1,1,0,0
"Method|ModsDataGrid_OnPreviewMouseWheel(object,MouseWheelEventArgs)|L13295",ModsDataGrid_OnPreviewMouseWheel,"ModsDataGrid_OnPreviewMouseWheel(object,MouseWheelEventArgs)",13295,13318,24,GetCurrentScrollMultiplier;GetModsScrollViewer;IsDescendantOfToolTip,Method|GetCurrentScrollMultiplier()|L13361;Method|GetModsScrollViewer()|L13855;Method|IsDescendantOfToolTip(DependencyObject?)|L13320,,,3,3,0,0
Method|IsDescendantOfToolTip(DependencyObject?)|L13320,IsDescendantOfToolTip,IsDescendantOfToolTip(DependencyObject?),13320,13330,11,GetParent,Method|GetParent(DependencyObject)|L13332,,,1,1,0,0
Method|GetParent(DependencyObject)|L13332,GetParent,GetParent(DependencyObject),13332,13346,15,,,,,0,0,0,0
Method|FindAncestor<T>(DependencyObject?)|L13348,FindAncestor,FindAncestor<T>(DependencyObject?),13348,13359,12,GetParent,Method|GetParent(DependencyObject)|L13332,,,1,1,0,0
Method|GetCurrentScrollMultiplier()|L13361,GetCurrentScrollMultiplier,GetCurrentScrollMultiplier(),13361,13364,4,,,,,0,0,0,0
"Method|ShouldPreserveModsViewState(ICollectionView?,ICollectionView?)|L13366",ShouldPreserveModsViewState,"ShouldPreserveModsViewState(ICollectionView?,ICollectionView?)",13366,13379,14,,,,,0,0,0,0
"Method|AttachToModsView(ICollectionView?,bool)|L13381",AttachToModsView,"AttachToModsView(ICollectionView?,bool)",13381,13412,32,ClearSelection,Method|ClearSelection(bool)|L13537,,,1,1,0,0
"Method|ModsView_OnCollectionChanged(object?,NotifyCollectionChangedEventArgs)|L13414",ModsView_OnCollectionChanged,"ModsView_OnCollectionChanged(object?,NotifyCollectionChangedEventArgs)",13414,13422,9,ClearSelection,Method|ClearSelection(bool)|L13537,,,1,1,0,0
Method|HandleModRowSelection(ModListItemViewModel)|L13428,HandleModRowSelection,HandleModRowSelection(ModListItemViewModel),13428,13471,44,AddToSelection;ApplyRangeSelection;ClearSelection;RemoveFromSelection,"Method|AddToSelection(ModListItemViewModel)|L13518;Method|ApplyRangeSelection(ModListItemViewModel,ModListItemViewModel,bool)|L13487;Method|ClearSelection(bool)|L13537;Method|RemoveFromSelection(ModListItemViewModel)|L13528",,,4,4,0,0
Method|SelectAllModsInCurrentView()|L13473,SelectAllModsInCurrentView,SelectAllModsInCurrentView(),13473,13485,13,AddToSelection;ClearSelection;GetModsInViewOrder,Method|AddToSelection(ModListItemViewModel)|L13518;Method|ClearSelection(bool)|L13537;Method|GetModsInViewOrder()|L13510,,,3,3,0,0
"Method|ApplyRangeSelection(ModListItemViewModel,ModListItemViewModel,bool)|L13487",ApplyRangeSelection,"ApplyRangeSelection(ModListItemViewModel,ModListItemViewModel,bool)",13487,13508,22,AddToSelection;ClearSelection;GetModsInViewOrder,Method|AddToSelection(ModListItemViewModel)|L13518;Method|ClearSelection(bool)|L13537;Method|GetModsInViewOrder()|L13510,,,3,3,0,0
Method|GetModsInViewOrder()|L13510,GetModsInViewOrder,GetModsInViewOrder(),13510,13516,7,,,,,0,0,0,0
Method|AddToSelection(ModListItemViewModel)|L13518,AddToSelection,AddToSelection(ModListItemViewModel),13518,13526,9,SubscribeToSelectedMod;UpdateSelectedModButtons,Method|SubscribeToSelectedMod(ModListItemViewModel)|L13647;Method|UpdateSelectedModButtons()|L13703,,,2,2,0,0
Method|RemoveFromSelection(ModListItemViewModel)|L13528,RemoveFromSelection,RemoveFromSelection(ModListItemViewModel),13528,13535,8,UnsubscribeFromSelectedMod;UpdateSelectedModButtons,Method|UnsubscribeFromSelectedMod(ModListItemViewModel)|L13681;Method|UpdateSelectedModButtons()|L13703,,,2,2,0,0
Method|ClearSelection(bool)|L13537,ClearSelection,ClearSelection(bool),13537,13553,17,UnsubscribeFromSelectedMod;UpdateSelectedModButtons,Method|UnsubscribeFromSelectedMod(ModListItemViewModel)|L13681;Method|UpdateSelectedModButtons()|L13703,,,2,2,0,0
Method|ClearModDatabaseSelections()|L13555,ClearModDatabaseSelections,ClearModDatabaseSelections(),13555,13578,24,UnsubscribeFromSelectedMod;UpdateSelectedModButtons,Method|UnsubscribeFromSelectedMod(ModListItemViewModel)|L13681;Method|UpdateSelectedModButtons()|L13703,,,2,2,0,0
"Method|RestoreSelectionFromSourcePaths(IReadOnlyList<string>,string?)|L13580",RestoreSelectionFromSourcePaths,"RestoreSelectionFromSourcePaths(IReadOnlyList<string>,string?)",13580,13625,46,SubscribeToSelectedMod;UnsubscribeFromSelectedMod;UpdateSelectedModButtons;UpdateSelectionAnchorAfterRestore,"Method|SubscribeToSelectedMod(ModListItemViewModel)|L13647;Method|UnsubscribeFromSelectedMod(ModListItemViewModel)|L13681;Method|UpdateSelectedModButtons()|L13703;Method|UpdateSelectionAnchorAfterRestore(IReadOnlyList<ModListItemViewModel>,string?)|L13627",,,4,4,0,0
"Method|UpdateSelectionAnchorAfterRestore(IReadOnlyList<ModListItemViewModel>,string?)|L13627",UpdateSelectionAnchorAfterRestore,"UpdateSelectionAnchorAfterRestore(IReadOnlyList<ModListItemViewModel>,string?)",13627,13645,19,,,,,0,0,0,0
Method|SubscribeToSelectedMod(ModListItemViewModel)|L13647,SubscribeToSelectedMod,SubscribeToSelectedMod(ModListItemViewModel),13647,13679,33,RefreshSelectedModCopyForServerButton;RefreshSelectedModFixButton,Method|RefreshSelectedModCopyForServerButton(ModListItemViewModel)|L13696;Method|RefreshSelectedModFixButton(ModListItemViewModel)|L13690,,,2,2,0,0
Method|UnsubscribeFromSelectedMod(ModListItemViewModel)|L13681,UnsubscribeFromSelectedMod,UnsubscribeFromSelectedMod(ModListItemViewModel),13681,13688,8,,,,,0,0,0,0
Method|RefreshSelectedModFixButton(ModListItemViewModel)|L13690,RefreshSelectedModFixButton,RefreshSelectedModFixButton(ModListItemViewModel),13690,13694,5,UpdateSelectedModFixButton,Method|UpdateSelectedModFixButton(ModListItemViewModel?)|L13753,,,1,1,0,0
Method|RefreshSelectedModCopyForServerButton(ModListItemViewModel)|L13696,RefreshSelectedModCopyForServerButton,RefreshSelectedModCopyForServerButton(ModListItemViewModel),13696,13701,6,UpdateSelectedModCopyForServerButton,Method|UpdateSelectedModCopyForServerButton(ModListItemViewModel?)|L13770,,,1,1,0,0
Method|UpdateSelectedModButtons()|L13703,UpdateSelectedModButtons,UpdateSelectedModButtons(),13703,13736,34,UpdateSelectedModButton;UpdateSelectedModCopyForServerButton;UpdateSelectedModEditConfigButton;UpdateSelectedModFixButton,"Method|UpdateSelectedModButton(WpfButton?,ModListItemViewModel?,bool,bool)|L13796;Method|UpdateSelectedModCopyForServerButton(ModListItemViewModel?)|L13770;Method|UpdateSelectedModEditConfigButton(ModListItemViewModel?)|L13816;Method|UpdateSelectedModFixButton(ModListItemViewModel?)|L13753",,,4,4,0,0
Method|UpdateServerOptionsState(bool)|L13738,UpdateServerOptionsState,UpdateServerOptionsState(bool),13738,13751,14,UpdateSelectedModCopyForServerButton,Method|UpdateSelectedModCopyForServerButton(ModListItemViewModel?)|L13770,,,1,1,0,0
Method|UpdateSelectedModFixButton(ModListItemViewModel?)|L13753,UpdateSelectedModFixButton,UpdateSelectedModFixButton(ModListItemViewModel?),13753,13768,16,,,,,0,0,0,0
Method|UpdateSelectedModCopyForServerButton(ModListItemViewModel?)|L13770,UpdateSelectedModCopyForServerButton,UpdateSelectedModCopyForServerButton(ModListItemViewModel?),13770,13794,25,,,,,0,0,0,0
"Method|UpdateSelectedModButton(WpfButton?,ModListItemViewModel?,bool,bool)|L13796",UpdateSelectedModButton,"UpdateSelectedModButton(WpfButton?,ModListItemViewModel?,bool,bool)",13796,13814,19,,,,,0,0,0,0
Method|UpdateSelectedModEditConfigButton(ModListItemViewModel?)|L13816,UpdateSelectedModEditConfigButton,UpdateSelectedModEditConfigButton(ModListItemViewModel?),13816,13837,22,UpdateSelectedModButton,"Method|UpdateSelectedModButton(WpfButton?,ModListItemViewModel?,bool,bool)|L13796",,,1,1,0,0
Method|ShouldIgnoreRowSelection(DependencyObject?)|L13839,ShouldIgnoreRowSelection,ShouldIgnoreRowSelection(DependencyObject?),13839,13853,15,,,,,0,0,0,0
Method|GetModsScrollViewer()|L13855,GetModsScrollViewer,GetModsScrollViewer(),13855,13867,13,FindDescendantScrollViewer,Method|FindDescendantScrollViewer(DependencyObject?)|L13875,,,1,1,0,0
Method|ClearScrollViewerCache()|L13869,ClearScrollViewerCache,ClearScrollViewerCache(),13869,13873,5,,,,,0,0,0,0
Method|FindDescendantScrollViewer(DependencyObject?)|L13875,FindDescendantScrollViewer,FindDescendantScrollViewer(DependencyObject?),13875,13889,15,FindDescendantScrollViewer,Method|FindDescendantScrollViewer(DependencyObject?)|L13875,,,1,1,0,0
"Method|UpdateModsAsync(IReadOnlyList<ModListItemViewModel>,bool,IReadOnlyDictionary<ModListItemViewModel, ModReleaseInfo>?,bool,Func<ModListItemViewModel, ModReleaseInfo, IProgress<ModUpdateProgress>?>?,Action<ModListItemViewModel, ModReleaseInfo, ModUpdateResult>?)|L13891",UpdateModsAsync,"UpdateModsAsync(IReadOnlyList<ModListItemViewModel>,bool,IReadOnlyDictionary<ModListItemViewModel, ModReleaseInfo>?,bool,Func<ModListItemViewModel, ModReleaseInfo, IProgress<ModUpdateProgress>?>?,Action<ModListItemViewModel, ModReleaseInfo, ModUpdateResult>?)",13891,14090,200,BeginModlistInstallUi;BuildChangelogSummary;CompleteModlistInstallStep;CreateModUpdateProgressReporter;CreateModlistInstallProgressReporter;EndModlistInstallUi;RefreshDeleteCachedModsMenuHeaderAsync;RefreshModsAsync;SelectReleaseForMod;ShowBulkUpdateChangelogDialog;ShowUpdateSummary;TryGetManagedModPath;TryGetUpdateTargetPath;UpdateSelectedModButtons,"Method|BeginModlistInstallUi(int,string)|L8739;Method|BuildChangelogSummary(IReadOnlyList<ModListItemViewModel.ReleaseChangelog>)|L14147;Method|CompleteModlistInstallStep(string)|L8761;Method|CreateModUpdateProgressReporter(string,IProgress<ModUpdateProgress>?)|L8827;Method|CreateModlistInstallProgressReporter(string)|L8815;Method|EndModlistInstallUi()|L8771;Method|RefreshDeleteCachedModsMenuHeaderAsync()|L7274;Method|RefreshModsAsync(bool)|L4175;Method|SelectReleaseForMod(ModListItemViewModel,bool,ref ModUpdateReleasePreference?,List<ModUpdateOperationResult>,ref bool)|L14092;Method|ShowBulkUpdateChangelogDialog(IReadOnlyList<ModUpdateOperationResult>)|L14114;Method|ShowUpdateSummary(IReadOnlyList<ModUpdateOperationResult>,bool,bool)|L14165;Method|TryGetManagedModPath(ModListItemViewModel,out string,out string?)|L8910;Method|TryGetUpdateTargetPath(ModListItemViewModel,ModReleaseInfo,string,out string,out string?)|L9032;Method|UpdateSelectedModButtons()|L13703",,,14,14,0,0
"Method|SelectReleaseForMod(ModListItemViewModel,bool,ref ModUpdateReleasePreference?,List<ModUpdateOperationResult>,ref bool)|L14092",SelectReleaseForMod,"SelectReleaseForMod(ModListItemViewModel,bool,ref ModUpdateReleasePreference?,List<ModUpdateOperationResult>,ref bool)",14092,14112,21,,,,,0,0,0,0
Method|ShowBulkUpdateChangelogDialog(IReadOnlyList<ModUpdateOperationResult>)|L14114,ShowBulkUpdateChangelogDialog,ShowBulkUpdateChangelogDialog(IReadOnlyList<ModUpdateOperationResult>),14114,14145,32,,,,,0,0,0,0
Method|BuildChangelogSummary(IReadOnlyList<ModListItemViewModel.ReleaseChangelog>)|L14147,BuildChangelogSummary,BuildChangelogSummary(IReadOnlyList<ModListItemViewModel.ReleaseChangelog>),14147,14163,17,,,,,0,0,0,0
"Method|ShowUpdateSummary(IReadOnlyList<ModUpdateOperationResult>,bool,bool)|L14165",ShowUpdateSummary,"ShowUpdateSummary(IReadOnlyList<ModUpdateOperationResult>,bool,bool)",14165,14209,45,,,,,0,0,0,0
"Method|ActiveToggle_OnPreviewMouseLeftButtonDown(object,MouseButtonEventArgs)|L14211",ActiveToggle_OnPreviewMouseLeftButtonDown,"ActiveToggle_OnPreviewMouseLeftButtonDown(object,MouseButtonEventArgs)",14211,14221,11,,,,,0,0,0,0
"Method|ActiveToggle_OnPreviewMouseLeftButtonUp(object,MouseButtonEventArgs)|L14223",ActiveToggle_OnPreviewMouseLeftButtonUp,"ActiveToggle_OnPreviewMouseLeftButtonUp(object,MouseButtonEventArgs)",14223,14226,4,,,,,0,0,0,0
"Method|ActiveToggle_OnPreviewMouseMove(object,MouseEventArgs)|L14228",ActiveToggle_OnPreviewMouseMove,"ActiveToggle_OnPreviewMouseMove(object,MouseEventArgs)",14228,14233,6,,,,,0,0,0,0
"Method|ActiveToggle_OnToggled(object,RoutedEventArgs)|L14235",ActiveToggle_OnToggled,"ActiveToggle_OnToggled(object,RoutedEventArgs)",14235,14262,28,,,,,0,0,0,0
Method|OnActivated(EventArgs)|L14264,OnActivated,OnActivated(EventArgs),14264,14271,8,OnActivated,Method|OnActivated(EventArgs)|L14264,,,1,1,0,0
Method|OnDeactivated(EventArgs)|L14273,OnDeactivated,OnDeactivated(EventArgs),14273,14277,5,OnDeactivated,Method|OnDeactivated(EventArgs)|L14273,,,1,1,0,0
Method|OnClosed(EventArgs)|L14279,OnClosed,OnClosed(EventArgs),14279,14288,10,OnClosed;StopModsWatcher;UnsubscribeModBrowserFromDirectoryWatcher,Method|OnClosed(EventArgs)|L14279;Method|StopModsWatcher()|L4138;Method|UnsubscribeModBrowserFromDirectoryWatcher()|L2667,,,3,3,0,0
