MemberId,Name,Signature,StartLine,EndLine,CallerIds,CallerSignatures,CallerCount
Method|SetCloudModlistSelection(CloudModlistListEntry?)|L12213,SetCloudModlistSelection,SetCloudModlistSelection(CloudModlistListEntry?),12213,12223,"Method|CloudModlistsDataGrid_OnSelectionChanged(object,SelectionChangedEventArgs)|L10658;Method|DeleteAllCloudModlistsAndAuthorizationAsync(FirebaseModlistStore,bool)|L11751;Method|EnsureCloudModlistContentAsync(CloudModlistListEntry)|L12142;Method|HandleModlistsVisibilityChanged(bool)|L3051;Method|RefreshCloudModlistsAsync(bool)|L12066","CloudModlistsDataGrid_OnSelectionChanged(object,SelectionChangedEventArgs);DeleteAllCloudModlistsAndAuthorizationAsync(FirebaseModlistStore,bool);EnsureCloudModlistContentAsync(CloudModlistListEntry);HandleModlistsVisibilityChanged(bool);RefreshCloudModlistsAsync(bool)",5
Method|UpdateCloudModlistControlsEnabledState()|L12225,UpdateCloudModlistControlsEnabledState,UpdateCloudModlistControlsEnabledState(),12225,12241,"Method|InternetAccessManager_OnInternetAccessChanged(object?,EventArgs)|L3213;Method|RefreshCloudModlistsAsync(bool)|L12066;Method|SetCloudModlistSelection(CloudModlistListEntry?)|L12213","InternetAccessManager_OnInternetAccessChanged(object?,EventArgs);RefreshCloudModlistsAsync(bool);SetCloudModlistSelection(CloudModlistListEntry?)",3
Method|UpdateLocalModlistControlsEnabledState()|L12243,UpdateLocalModlistControlsEnabledState,UpdateLocalModlistControlsEnabledState(),12243,12256,Method|SetLocalModlistSelection(IReadOnlyList<LocalModlistListEntry>)|L12185,SetLocalModlistSelection(IReadOnlyList<LocalModlistListEntry>),1
Method|RefreshManagerUpdateLinkAsync()|L12258,RefreshManagerUpdateLinkAsync,RefreshManagerUpdateLinkAsync(),12258,12295,"Method|InternetAccessManager_OnInternetAccessChanged(object?,EventArgs)|L3213;Method|MainWindow_Loaded(object,RoutedEventArgs)|L590","InternetAccessManager_OnInternetAccessChanged(object?,EventArgs);MainWindow_Loaded(object,RoutedEventArgs)",2
Method|GetManagerInformationalVersion()|L12297,GetManagerInformationalVersion,GetManagerInformationalVersion(),12297,12321,Method|RefreshManagerUpdateLinkAsync()|L12258,RefreshManagerUpdateLinkAsync(),1
"Method|BuildCloudSlotDisplay(string,ModlistMetadata,bool)|L12323",BuildCloudSlotDisplay,"BuildCloudSlotDisplay(string,ModlistMetadata,bool)",12323,12331,"Method|GetCloudModlistSlotsAsync(FirebaseModlistStore,bool,bool)|L11817","GetCloudModlistSlotsAsync(FirebaseModlistStore,bool,bool)",1
Method|FormatCloudSlotLabel(string)|L12333,FormatCloudSlotLabel,FormatCloudSlotLabel(string),12333,12341,"Method|BuildCloudModlistEntries(IEnumerable<CloudModlistRegistryEntry>)|L12098;Method|BuildCloudModlistManagementEntriesAsync(FirebaseModlistStore)|L11627;Method|BuildCloudSlotDisplay(string,ModlistMetadata,bool)|L12323;Method|DeleteCloudModlistAsync(FirebaseModlistStore,CloudModlistManagementEntry)|L11719;Method|DeleteCloudModlistMenuItem_OnClick(object,RoutedEventArgs)|L10812;Method|EnsureCloudModlistContentAsync(CloudModlistListEntry)|L12142;Method|LoadModlistFromCloudMenuItem_OnClick(object,RoutedEventArgs)|L10740;Method|RenameCloudModlistAsync(FirebaseModlistStore,CloudModlistManagementEntry,string)|L11648;Method|SaveModlistToCloudAsync()|L10085","BuildCloudModlistEntries(IEnumerable<CloudModlistRegistryEntry>);BuildCloudModlistManagementEntriesAsync(FirebaseModlistStore);BuildCloudSlotDisplay(string,ModlistMetadata,bool);DeleteCloudModlistAsync(FirebaseModlistStore,CloudModlistManagementEntry);DeleteCloudModlistMenuItem_OnClick(object,RoutedEventArgs);EnsureCloudModlistContentAsync(CloudModlistListEntry);LoadModlistFromCloudMenuItem_OnClick(object,RoutedEventArgs);RenameCloudModlistAsync(FirebaseModlistStore,CloudModlistManagementEntry,string);SaveModlistToCloudAsync()",9
Method|ExtractModlistName(string?)|L12343,ExtractModlistName,ExtractModlistName(string?),12343,12346,,,0
Method|ExtractModlistMetadata(string?)|L12348,ExtractModlistMetadata,ExtractModlistMetadata(string?),12348,12388,"Method|BuildCloudModlistEntries(IEnumerable<CloudModlistRegistryEntry>)|L12098;Method|EnsureCloudModlistContentAsync(CloudModlistListEntry)|L12142;Method|ExtractModlistName(string?)|L12343;Method|GetCloudModlistSlotsAsync(FirebaseModlistStore,bool,bool)|L11817;Method|IsCloudUploaderNameAvailableAsync(FirebaseModlistStore,string)|L10408;Method|TryCreateLocalModlistEntryFromJson(string,string,out LocalModlistListEntry?,out string?)|L12030","BuildCloudModlistEntries(IEnumerable<CloudModlistRegistryEntry>);EnsureCloudModlistContentAsync(CloudModlistListEntry);ExtractModlistName(string?);GetCloudModlistSlotsAsync(FirebaseModlistStore,bool,bool);IsCloudUploaderNameAvailableAsync(FirebaseModlistStore,string);TryCreateLocalModlistEntryFromJson(string,string,out LocalModlistListEntry?,out string?)",6
"Method|TryGetTrimmedProperty(JsonElement,string)|L12390",TryGetTrimmedProperty,"TryGetTrimmedProperty(JsonElement,string)",12390,12400,Method|ExtractModlistMetadata(string?)|L12348,ExtractModlistMetadata(string?),1
Method|EnsurePresetDirectory()|L12402,EnsurePresetDirectory,EnsurePresetDirectory(),12402,12408,"Method|LoadPresetMenuItem_OnClick(object,RoutedEventArgs)|L10926;Method|LoadPresetMenuItem_OnSubmenuOpened(object,RoutedEventArgs)|L10856;Method|SavePresetMenuItem_OnClick(object,RoutedEventArgs)|L9417","LoadPresetMenuItem_OnClick(object,RoutedEventArgs);LoadPresetMenuItem_OnSubmenuOpened(object,RoutedEventArgs);SavePresetMenuItem_OnClick(object,RoutedEventArgs)",3
Method|EnsureBackupDirectory()|L12410,EnsureBackupDirectory,EnsureBackupDirectory(),12410,12417,"Method|CreateBackupAsync(string,string,bool,bool)|L9714;Method|EnsureLocalModBackupRootDirectory()|L12419;Method|RestoreBackupMenuItem_OnSubmenuOpened(object,RoutedEventArgs)|L8528","CreateBackupAsync(string,string,bool,bool);EnsureLocalModBackupRootDirectory();RestoreBackupMenuItem_OnSubmenuOpened(object,RoutedEventArgs)",3
Method|EnsureLocalModBackupRootDirectory()|L12419,EnsureLocalModBackupRootDirectory,EnsureLocalModBackupRootDirectory(),12419,12425,Method|CreateLocalModBackupSessionDirectory()|L12427,CreateLocalModBackupSessionDirectory(),1
Method|CreateLocalModBackupSessionDirectory()|L12427,CreateLocalModBackupSessionDirectory,CreateLocalModBackupSessionDirectory(),12427,12436,Method|ApplyExclusivePresetAsync(ModPreset)|L13110,ApplyExclusivePresetAsync(ModPreset),1
Method|EnsureUniqueDirectoryPath(string)|L12438,EnsureUniqueDirectoryPath,EnsureUniqueDirectoryPath(string),12438,12451,"Method|CreateLocalModBackupSessionDirectory()|L12427;Method|GetLocalModBackupEntryDirectory(string,ModListItemViewModel)|L12475;Method|MigrateLegacyRebuiltModlistsIfNeeded()|L623","CreateLocalModBackupSessionDirectory();GetLocalModBackupEntryDirectory(string,ModListItemViewModel);MigrateLegacyRebuiltModlistsIfNeeded()",3
"Method|CopyDirectoryContents(string,string)|L12453",CopyDirectoryContents,"CopyDirectoryContents(string,string)",12453,12473,"Method|BackupLocalModAtPath(string,string)|L12484","BackupLocalModAtPath(string,string)",1
"Method|GetLocalModBackupEntryDirectory(string,ModListItemViewModel)|L12475",GetLocalModBackupEntryDirectory,"GetLocalModBackupEntryDirectory(string,ModListItemViewModel)",12475,12482,Method|ApplyExclusivePresetAsync(ModPreset)|L13110,ApplyExclusivePresetAsync(ModPreset),1
"Method|BackupLocalModAtPath(string,string)|L12484",BackupLocalModAtPath,"BackupLocalModAtPath(string,string)",12484,12500,Method|ApplyExclusivePresetAsync(ModPreset)|L13110,ApplyExclusivePresetAsync(ModPreset),1
Method|EnsureModListDirectory()|L12502,EnsureModListDirectory,EnsureModListDirectory(),12502,12508,"Method|BuildLocalModlistEntries(out List<string>)|L11920;Method|EnsureRebuiltModListDirectory()|L12510;Method|LoadModlistMenuItem_OnClick(object,RoutedEventArgs)|L10996;Method|MigrateLegacyRebuiltModlistsIfNeeded()|L623;Method|OpenModlistsFolderButton_OnClick(object,RoutedEventArgs)|L10480;Method|TrySaveInstalledModsPdf(string,string?,string?,string,IReadOnlyDictionary<string, IReadOnlyList<ModConfigurationSnapshot>>?,string?,IReadOnlyList<ModListItemViewModel>?)|L6141;Method|TrySaveModlist(Func<string?>?,out string?)|L9442","BuildLocalModlistEntries(out List<string>);EnsureRebuiltModListDirectory();LoadModlistMenuItem_OnClick(object,RoutedEventArgs);MigrateLegacyRebuiltModlistsIfNeeded();OpenModlistsFolderButton_OnClick(object,RoutedEventArgs);TrySaveInstalledModsPdf(string,string?,string?,string,IReadOnlyDictionary<string, IReadOnlyList<ModConfigurationSnapshot>>?,string?,IReadOnlyList<ModListItemViewModel>?);TrySaveModlist(Func<string?>?,out string?)",7
Method|EnsureRebuiltModListDirectory()|L12510,EnsureRebuiltModListDirectory,EnsureRebuiltModListDirectory(),12510,12516,"Method|TrySaveAutomaticModlist(string,out string,out string)|L9542","TrySaveAutomaticModlist(string,out string,out string)",1
Method|EnsureCloudModListCacheDirectory()|L12518,EnsureCloudModListCacheDirectory,EnsureCloudModListCacheDirectory(),12518,12524,"Method|InstallCloudModlistButton_OnClick(object,RoutedEventArgs)|L10666","InstallCloudModlistButton_OnClick(object,RoutedEventArgs)",1
"Method|IsPathWithinDirectory(string,string)|L12526",IsPathWithinDirectory,"IsPathWithinDirectory(string,string)",12526,12539,"Method|ImportPresetConfigsAsync(ModPreset)|L12618;Method|LoadPresetMenuItem_OnClick(object,RoutedEventArgs)|L10926;Method|TryGetRelativeConfigPath(string,string)|L10261;Method|TrySaveSnapshot(string,string,string,string,string,Func<string?>?,Action<string>?,string,bool,bool,IReadOnlyDictionary<string, IReadOnlyList<ModConfigurationSnapshot>>?,Action<SerializablePreset>?)|L9209","ImportPresetConfigsAsync(ModPreset);LoadPresetMenuItem_OnClick(object,RoutedEventArgs);TryGetRelativeConfigPath(string,string);TrySaveSnapshot(string,string,string,string,string,Func<string?>?,Action<string>?,string,bool,bool,IReadOnlyDictionary<string, IReadOnlyList<ModConfigurationSnapshot>>?,Action<SerializablePreset>?)",4
"Method|BuildSuggestedFileName(string?,string)|L12541",BuildSuggestedFileName,"BuildSuggestedFileName(string?,string)",12541,12551,"Method|InstallCloudModlistButton_OnClick(object,RoutedEventArgs)|L10666;Method|TrySaveAutomaticModlist(string,out string,out string)|L9542;Method|TrySaveInstalledModsPdf(string,string?,string?,string,IReadOnlyDictionary<string, IReadOnlyList<ModConfigurationSnapshot>>?,string?,IReadOnlyList<ModListItemViewModel>?)|L6141;Method|TrySaveModlist(Func<string?>?,out string?)|L9442;Method|TrySaveSnapshot(string,string,string,string,string,Func<string?>?,Action<string>?,string,bool,bool,IReadOnlyDictionary<string, IReadOnlyList<ModConfigurationSnapshot>>?,Action<SerializablePreset>?)|L9209","InstallCloudModlistButton_OnClick(object,RoutedEventArgs);TrySaveAutomaticModlist(string,out string,out string);TrySaveInstalledModsPdf(string,string?,string?,string,IReadOnlyDictionary<string, IReadOnlyList<ModConfigurationSnapshot>>?,string?,IReadOnlyList<ModListItemViewModel>?);TrySaveModlist(Func<string?>?,out string?);TrySaveSnapshot(string,string,string,string,string,Func<string?>?,Action<string>?,string,bool,bool,IReadOnlyDictionary<string, IReadOnlyList<ModConfigurationSnapshot>>?,Action<SerializablePreset>?)",5
"Method|GetUniqueFilePath(string,string,string)|L12553",GetUniqueFilePath,"GetUniqueFilePath(string,string,string)",12553,12568,"Method|InstallCloudModlistButton_OnClick(object,RoutedEventArgs)|L10666","InstallCloudModlistButton_OnClick(object,RoutedEventArgs)",1
"Method|GetSnapshotNameFromFilePath(string,string)|L12570",GetSnapshotNameFromFilePath,"GetSnapshotNameFromFilePath(string,string)",12570,12574,"Method|TryLoadPresetFromFile(string,string,PresetLoadOptions,out ModPreset?,out string?)|L11125;Method|TryLoadPresetFromPdf(string,string,PresetLoadOptions,out ModPreset?,out string?)|L11162","TryLoadPresetFromFile(string,string,PresetLoadOptions,out ModPreset?,out string?);TryLoadPresetFromPdf(string,string,PresetLoadOptions,out ModPreset?,out string?)",2
"Method|ApplyPresetAsync(ModPreset,bool)|L12576",ApplyPresetAsync,"ApplyPresetAsync(ModPreset,bool)",12576,12616,"Method|InstallCloudModlistButton_OnClick(object,RoutedEventArgs)|L10666;Method|LoadModlistFromCloudMenuItem_OnClick(object,RoutedEventArgs)|L10740;Method|LoadModlistFromFileAsync(string)|L11017;Method|LoadPresetFromFileAsync(string)|L10964;Method|RestoreBackupAsync(string,bool)|L8617","InstallCloudModlistButton_OnClick(object,RoutedEventArgs);LoadModlistFromCloudMenuItem_OnClick(object,RoutedEventArgs);LoadModlistFromFileAsync(string);LoadPresetFromFileAsync(string);RestoreBackupAsync(string,bool)",5
Method|ImportPresetConfigsAsync(ModPreset)|L12618,ImportPresetConfigsAsync,ImportPresetConfigsAsync(ModPreset),12618,12804,"Method|ApplyPresetAsync(ModPreset,bool)|L12576","ApplyPresetAsync(ModPreset,bool)",1
Method|ApplyPresetModVersionsAsync(ModPreset)|L12806,ApplyPresetModVersionsAsync,ApplyPresetModVersionsAsync(ModPreset),12806,13039,"Method|ApplyPresetAsync(ModPreset,bool)|L12576","ApplyPresetAsync(ModPreset,bool)",1
"Method|TryInstallPresetModAsync(ModPresetModState,IProgress<ModUpdateProgress>?)|L13041",TryInstallPresetModAsync,"TryInstallPresetModAsync(ModPresetModState,IProgress<ModUpdateProgress>?)",13041,13107,Method|ApplyPresetModVersionsAsync(ModPreset)|L12806,ApplyPresetModVersionsAsync(ModPreset),1
Method|ApplyExclusivePresetAsync(ModPreset)|L13110,ApplyExclusivePresetAsync,ApplyExclusivePresetAsync(ModPreset),13110,13237,"Method|ApplyPresetAsync(ModPreset,bool)|L12576","ApplyPresetAsync(ModPreset,bool)",1
"Method|VersionsMatch(string?,string?)|L13239",VersionsMatch,"VersionsMatch(string?,string?)",13239,13257,Method|ApplyPresetModVersionsAsync(ModPreset)|L12806,ApplyPresetModVersionsAsync(ModPreset),1
"Method|LatestVersionTextBlock_OnToolTipOpening(object,ToolTipEventArgs)|L13259",LatestVersionTextBlock_OnToolTipOpening,"LatestVersionTextBlock_OnToolTipOpening(object,ToolTipEventArgs)",13259,13267,,,0
"Method|LatestVersionTextBlock_OnToolTipClosing(object,ToolTipEventArgs)|L13269",LatestVersionTextBlock_OnToolTipClosing,"LatestVersionTextBlock_OnToolTipClosing(object,ToolTipEventArgs)",13269,13276,,,0
"Method|ChangelogToolTip_OnPreviewMouseWheel(object,MouseWheelEventArgs)|L13278",ChangelogToolTip_OnPreviewMouseWheel,"ChangelogToolTip_OnPreviewMouseWheel(object,MouseWheelEventArgs)",13278,13293,,,0
"Method|ModsDataGrid_OnPreviewMouseWheel(object,MouseWheelEventArgs)|L13295",ModsDataGrid_OnPreviewMouseWheel,"ModsDataGrid_OnPreviewMouseWheel(object,MouseWheelEventArgs)",13295,13318,,,0
Method|IsDescendantOfToolTip(DependencyObject?)|L13320,IsDescendantOfToolTip,IsDescendantOfToolTip(DependencyObject?),13320,13330,"Method|ModsDataGrid_OnPreviewMouseWheel(object,MouseWheelEventArgs)|L13295","ModsDataGrid_OnPreviewMouseWheel(object,MouseWheelEventArgs)",1
Method|GetParent(DependencyObject)|L13332,GetParent,GetParent(DependencyObject),13332,13346,Method|FindAncestor<T>(DependencyObject?)|L13348;Method|IsDescendantOfToolTip(DependencyObject?)|L13320,FindAncestor<T>(DependencyObject?);IsDescendantOfToolTip(DependencyObject?),2
Method|FindAncestor<T>(DependencyObject?)|L13348,FindAncestor,FindAncestor<T>(DependencyObject?),13348,13359,"Method|ModsDataGrid_OnPreviewMouseLeftButtonDown(object,MouseButtonEventArgs)|L4757","ModsDataGrid_OnPreviewMouseLeftButtonDown(object,MouseButtonEventArgs)",1
Method|GetCurrentScrollMultiplier()|L13361,GetCurrentScrollMultiplier,GetCurrentScrollMultiplier(),13361,13364,"Method|ChangelogToolTip_OnPreviewMouseWheel(object,MouseWheelEventArgs)|L13278;Method|ModsDataGrid_OnPreviewMouseWheel(object,MouseWheelEventArgs)|L13295","ChangelogToolTip_OnPreviewMouseWheel(object,MouseWheelEventArgs);ModsDataGrid_OnPreviewMouseWheel(object,MouseWheelEventArgs)",2
"Method|ShouldPreserveModsViewState(ICollectionView?,ICollectionView?)|L13366",ShouldPreserveModsViewState,"ShouldPreserveModsViewState(ICollectionView?,ICollectionView?)",13366,13379,"Method|ViewModelOnPropertyChanged(object?,PropertyChangedEventArgs)|L2963","ViewModelOnPropertyChanged(object?,PropertyChangedEventArgs)",1
"Method|AttachToModsView(ICollectionView?,bool)|L13381",AttachToModsView,"AttachToModsView(ICollectionView?,bool)",13381,13412,"Method|InitializeViewModel()|L2568;Method|ReloadViewModelAsync()|L4358;Method|ViewModelOnPropertyChanged(object?,PropertyChangedEventArgs)|L2963","InitializeViewModel();ReloadViewModelAsync();ViewModelOnPropertyChanged(object?,PropertyChangedEventArgs)",3
"Method|ModsView_OnCollectionChanged(object?,NotifyCollectionChangedEventArgs)|L13414",ModsView_OnCollectionChanged,"ModsView_OnCollectionChanged(object?,NotifyCollectionChangedEventArgs)",13414,13422,,,0
Method|HandleModRowSelection(ModListItemViewModel)|L13428,HandleModRowSelection,HandleModRowSelection(ModListItemViewModel),13428,13471,"Method|ModDatabaseCard_OnPreviewMouseLeftButtonDown(object,MouseButtonEventArgs)|L4798;Method|ModsDataGridRow_OnPreviewMouseLeftButtonDown(object,MouseButtonEventArgs)|L4781","ModDatabaseCard_OnPreviewMouseLeftButtonDown(object,MouseButtonEventArgs);ModsDataGridRow_OnPreviewMouseLeftButtonDown(object,MouseButtonEventArgs)",2
Method|SelectAllModsInCurrentView()|L13473,SelectAllModsInCurrentView,SelectAllModsInCurrentView(),13473,13485,Method|TryHandleModListKeyDownAsync(KeyEventArgs)|L4724,TryHandleModListKeyDownAsync(KeyEventArgs),1
"Method|ApplyRangeSelection(ModListItemViewModel,ModListItemViewModel,bool)|L13487",ApplyRangeSelection,"ApplyRangeSelection(ModListItemViewModel,ModListItemViewModel,bool)",13487,13508,Method|HandleModRowSelection(ModListItemViewModel)|L13428,HandleModRowSelection(ModListItemViewModel),1
Method|GetModsInViewOrder()|L13510,GetModsInViewOrder,GetModsInViewOrder(),13510,13516,"Method|ApplyRangeSelection(ModListItemViewModel,ModListItemViewModel,bool)|L13487;Method|SelectAllModsInCurrentView()|L13473","ApplyRangeSelection(ModListItemViewModel,ModListItemViewModel,bool);SelectAllModsInCurrentView()",2
Method|AddToSelection(ModListItemViewModel)|L13518,AddToSelection,AddToSelection(ModListItemViewModel),13518,13526,"Method|ApplyRangeSelection(ModListItemViewModel,ModListItemViewModel,bool)|L13487;Method|HandleModRowSelection(ModListItemViewModel)|L13428;Method|SelectAllModsInCurrentView()|L13473","ApplyRangeSelection(ModListItemViewModel,ModListItemViewModel,bool);HandleModRowSelection(ModListItemViewModel);SelectAllModsInCurrentView()",3
Method|RemoveFromSelection(ModListItemViewModel)|L13528,RemoveFromSelection,RemoveFromSelection(ModListItemViewModel),13528,13535,"Method|HandleModRowSelection(ModListItemViewModel)|L13428;Method|InstallModButton_OnClick(object,RoutedEventArgs)|L5455","HandleModRowSelection(ModListItemViewModel);InstallModButton_OnClick(object,RoutedEventArgs)",2
Method|ClearSelection(bool)|L13537,ClearSelection,ClearSelection(bool),13537,13553,"Method|ApplyRangeSelection(ModListItemViewModel,ModListItemViewModel,bool)|L13487;Method|AttachToModsView(ICollectionView?,bool)|L13381;Method|CloseModInfoButton_OnClick(object,RoutedEventArgs)|L5161;Method|HandleModRowSelection(ModListItemViewModel)|L13428;Method|ModsDataGrid_OnPreviewMouseLeftButtonDown(object,MouseButtonEventArgs)|L4757;Method|ModsView_OnCollectionChanged(object?,NotifyCollectionChangedEventArgs)|L13414;Method|PrepareForModlistLoad()|L7247;Method|SelectAllModsInCurrentView()|L13473","ApplyRangeSelection(ModListItemViewModel,ModListItemViewModel,bool);AttachToModsView(ICollectionView?,bool);CloseModInfoButton_OnClick(object,RoutedEventArgs);HandleModRowSelection(ModListItemViewModel);ModsDataGrid_OnPreviewMouseLeftButtonDown(object,MouseButtonEventArgs);ModsView_OnCollectionChanged(object?,NotifyCollectionChangedEventArgs);PrepareForModlistLoad();SelectAllModsInCurrentView()",8
Method|ClearModDatabaseSelections()|L13555,ClearModDatabaseSelections,ClearModDatabaseSelections(),13555,13578,,,0
"Method|RestoreSelectionFromSourcePaths(IReadOnlyList<string>,string?)|L13580",RestoreSelectionFromSourcePaths,"RestoreSelectionFromSourcePaths(IReadOnlyList<string>,string?)",13580,13625,Method|RefreshModsAsync(bool)|L4175,RefreshModsAsync(bool),1
"Method|UpdateSelectionAnchorAfterRestore(IReadOnlyList<ModListItemViewModel>,string?)|L13627",UpdateSelectionAnchorAfterRestore,"UpdateSelectionAnchorAfterRestore(IReadOnlyList<ModListItemViewModel>,string?)",13627,13645,"Method|RestoreSelectionFromSourcePaths(IReadOnlyList<string>,string?)|L13580","RestoreSelectionFromSourcePaths(IReadOnlyList<string>,string?)",1
Method|SubscribeToSelectedMod(ModListItemViewModel)|L13647,SubscribeToSelectedMod,SubscribeToSelectedMod(ModListItemViewModel),13647,13679,"Method|AddToSelection(ModListItemViewModel)|L13518;Method|RestoreSelectionFromSourcePaths(IReadOnlyList<string>,string?)|L13580","AddToSelection(ModListItemViewModel);RestoreSelectionFromSourcePaths(IReadOnlyList<string>,string?)",2
Method|UnsubscribeFromSelectedMod(ModListItemViewModel)|L13681,UnsubscribeFromSelectedMod,UnsubscribeFromSelectedMod(ModListItemViewModel),13681,13688,"Method|ClearModDatabaseSelections()|L13555;Method|ClearSelection(bool)|L13537;Method|RemoveFromSelection(ModListItemViewModel)|L13528;Method|RestoreSelectionFromSourcePaths(IReadOnlyList<string>,string?)|L13580","ClearModDatabaseSelections();ClearSelection(bool);RemoveFromSelection(ModListItemViewModel);RestoreSelectionFromSourcePaths(IReadOnlyList<string>,string?)",4
Method|RefreshSelectedModFixButton(ModListItemViewModel)|L13690,RefreshSelectedModFixButton,RefreshSelectedModFixButton(ModListItemViewModel),13690,13694,Method|SubscribeToSelectedMod(ModListItemViewModel)|L13647,SubscribeToSelectedMod(ModListItemViewModel),1
Method|RefreshSelectedModCopyForServerButton(ModListItemViewModel)|L13696,RefreshSelectedModCopyForServerButton,RefreshSelectedModCopyForServerButton(ModListItemViewModel),13696,13701,Method|SubscribeToSelectedMod(ModListItemViewModel)|L13647,SubscribeToSelectedMod(ModListItemViewModel),1
Method|UpdateSelectedModButtons()|L13703,UpdateSelectedModButtons,UpdateSelectedModButtons(),13703,13736,"Method|AddToSelection(ModListItemViewModel)|L13518;Method|ClearModDatabaseSelections()|L13555;Method|ClearSelection(bool)|L13537;Method|FixModButton_OnClick(object,RoutedEventArgs)|L5335;Method|ImportPresetConfigsAsync(ModPreset)|L12618;Method|InstallModButton_OnClick(object,RoutedEventArgs)|L5455;Method|InstallModFromBrowserAsync(DownloadableMod)|L2736;Method|RemoveFromSelection(ModListItemViewModel)|L13528;Method|RestoreSelectionFromSourcePaths(IReadOnlyList<string>,string?)|L13580;Method|UpdateModsAsync(IReadOnlyList<ModListItemViewModel>,bool,IReadOnlyDictionary<ModListItemViewModel, ModReleaseInfo>?,bool,Func<ModListItemViewModel, ModReleaseInfo, IProgress<ModUpdateProgress>?>?,Action<ModListItemViewModel, ModReleaseInfo, ModUpdateResult>?)|L13891","AddToSelection(ModListItemViewModel);ClearModDatabaseSelections();ClearSelection(bool);FixModButton_OnClick(object,RoutedEventArgs);ImportPresetConfigsAsync(ModPreset);InstallModButton_OnClick(object,RoutedEventArgs);InstallModFromBrowserAsync(DownloadableMod);RemoveFromSelection(ModListItemViewModel);RestoreSelectionFromSourcePaths(IReadOnlyList<string>,string?);UpdateModsAsync(IReadOnlyList<ModListItemViewModel>,bool,IReadOnlyDictionary<ModListItemViewModel, ModReleaseInfo>?,bool,Func<ModListItemViewModel, ModReleaseInfo, IProgress<ModUpdateProgress>?>?,Action<ModListItemViewModel, ModReleaseInfo, ModUpdateResult>?)",10
Method|UpdateServerOptionsState(bool)|L13738,UpdateServerOptionsState,UpdateServerOptionsState(bool),13738,13751,"Method|EnableServerOptionsMenuItem_OnClick(object,RoutedEventArgs)|L1723","EnableServerOptionsMenuItem_OnClick(object,RoutedEventArgs)",1
Method|UpdateSelectedModFixButton(ModListItemViewModel?)|L13753,UpdateSelectedModFixButton,UpdateSelectedModFixButton(ModListItemViewModel?),13753,13768,Method|RefreshSelectedModFixButton(ModListItemViewModel)|L13690;Method|UpdateSelectedModButtons()|L13703,RefreshSelectedModFixButton(ModListItemViewModel);UpdateSelectedModButtons(),2
Method|UpdateSelectedModCopyForServerButton(ModListItemViewModel?)|L13770,UpdateSelectedModCopyForServerButton,UpdateSelectedModCopyForServerButton(ModListItemViewModel?),13770,13794,Method|RefreshSelectedModCopyForServerButton(ModListItemViewModel)|L13696;Method|UpdateSelectedModButtons()|L13703;Method|UpdateServerOptionsState(bool)|L13738,RefreshSelectedModCopyForServerButton(ModListItemViewModel);UpdateSelectedModButtons();UpdateServerOptionsState(bool),3
"Method|UpdateSelectedModButton(WpfButton?,ModListItemViewModel?,bool,bool)|L13796",UpdateSelectedModButton,"UpdateSelectedModButton(WpfButton?,ModListItemViewModel?,bool,bool)",13796,13814,Method|UpdateSelectedModButtons()|L13703;Method|UpdateSelectedModEditConfigButton(ModListItemViewModel?)|L13816,UpdateSelectedModButtons();UpdateSelectedModEditConfigButton(ModListItemViewModel?),2
Method|UpdateSelectedModEditConfigButton(ModListItemViewModel?)|L13816,UpdateSelectedModEditConfigButton,UpdateSelectedModEditConfigButton(ModListItemViewModel?),13816,13837,"Method|EditConfigButton_OnClick(object,RoutedEventArgs)|L5057;Method|ScanForModConfigFilesAsync(MainViewModel,IReadOnlyList<ModListItemViewModel>)|L3790;Method|UpdateSelectedModButtons()|L13703","EditConfigButton_OnClick(object,RoutedEventArgs);ScanForModConfigFilesAsync(MainViewModel,IReadOnlyList<ModListItemViewModel>);UpdateSelectedModButtons()",3
Method|ShouldIgnoreRowSelection(DependencyObject?)|L13839,ShouldIgnoreRowSelection,ShouldIgnoreRowSelection(DependencyObject?),13839,13853,"Method|ModDatabaseCard_OnPreviewMouseLeftButtonDown(object,MouseButtonEventArgs)|L4798;Method|ModsDataGridRow_OnPreviewMouseLeftButtonDown(object,MouseButtonEventArgs)|L4781;Method|ModsDataGrid_OnPreviewMouseLeftButtonDown(object,MouseButtonEventArgs)|L4757","ModDatabaseCard_OnPreviewMouseLeftButtonDown(object,MouseButtonEventArgs);ModsDataGridRow_OnPreviewMouseLeftButtonDown(object,MouseButtonEventArgs);ModsDataGrid_OnPreviewMouseLeftButtonDown(object,MouseButtonEventArgs)",3
Method|GetModsScrollViewer()|L13855,GetModsScrollViewer,GetModsScrollViewer(),13855,13867,"Method|ModsDataGrid_OnPreviewMouseWheel(object,MouseWheelEventArgs)|L13295","ModsDataGrid_OnPreviewMouseWheel(object,MouseWheelEventArgs)",1
Method|ClearScrollViewerCache()|L13869,ClearScrollViewerCache,ClearScrollViewerCache(),13869,13873,"Method|ShowCustomThemeEditor()|L1538;Method|ThemeMenuItem_OnClick(object,RoutedEventArgs)|L1403","ShowCustomThemeEditor();ThemeMenuItem_OnClick(object,RoutedEventArgs)",2
