MemberId,Name,Signature,StartLine,EndLine,CallerIds,CallerSignatures,CallerCount
Method|AreHoverEffectsDisabled(DependencyObject)|L4925,AreHoverEffectsDisabled,AreHoverEffectsDisabled(DependencyObject),4925,4928,Method|ResetRowOverlays(DataGridRow)|L4877,ResetRowOverlays(DataGridRow),1
Method|ClearRowOverlayValues(DataGridRow)|L4930,ClearRowOverlayValues,ClearRowOverlayValues(DataGridRow),4930,4940,"Method|ModsDataGridRow_OnUnloaded(object,RoutedEventArgs)|L4841","ModsDataGridRow_OnUnloaded(object,RoutedEventArgs)",1
Method|RefreshHoverOverlayState()|L4942,RefreshHoverOverlayState,RefreshHoverOverlayState(),4942,4946,"Method|DisableHoverEffectsMenuItem_OnClick(object,RoutedEventArgs)|L1740;Method|ViewModelOnPropertyChanged(object?,PropertyChangedEventArgs)|L2963","DisableHoverEffectsMenuItem_OnClick(object,RoutedEventArgs);ViewModelOnPropertyChanged(object?,PropertyChangedEventArgs)",2
Method|RefreshRowHoverOverlays(DataGrid?)|L4948,RefreshRowHoverOverlays,RefreshRowHoverOverlays(DataGrid?),4948,4956,Method|RefreshHoverOverlayState()|L4942,RefreshHoverOverlayState(),1
"Method|UpdateRowModSubscription(DataGridRow,ModListItemViewModel?)|L4958",UpdateRowModSubscription,"UpdateRowModSubscription(DataGridRow,ModListItemViewModel?)",4958,4988,"Method|ModsDataGridRow_OnDataContextChanged(object,DependencyPropertyChangedEventArgs)|L4830;Method|ModsDataGridRow_OnLoaded(object,RoutedEventArgs)|L4815;Method|ModsDataGridRow_OnUnloaded(object,RoutedEventArgs)|L4841","ModsDataGridRow_OnDataContextChanged(object,DependencyPropertyChangedEventArgs);ModsDataGridRow_OnLoaded(object,RoutedEventArgs);ModsDataGridRow_OnUnloaded(object,RoutedEventArgs)",3
"Method|SetBoundMod(DataGridRow,ModListItemViewModel?)|L4990",SetBoundMod,"SetBoundMod(DataGridRow,ModListItemViewModel?)",4990,4993,"Method|UpdateRowModSubscription(DataGridRow,ModListItemViewModel?)|L4958","UpdateRowModSubscription(DataGridRow,ModListItemViewModel?)",1
Method|GetBoundMod(DataGridRow)|L4995,GetBoundMod,GetBoundMod(DataGridRow),4995,4998,"Method|UpdateRowModSubscription(DataGridRow,ModListItemViewModel?)|L4958","UpdateRowModSubscription(DataGridRow,ModListItemViewModel?)",1
"Method|SetBoundModHandler(DataGridRow,PropertyChangedEventHandler?)|L5000",SetBoundModHandler,"SetBoundModHandler(DataGridRow,PropertyChangedEventHandler?)",5000,5003,"Method|UpdateRowModSubscription(DataGridRow,ModListItemViewModel?)|L4958","UpdateRowModSubscription(DataGridRow,ModListItemViewModel?)",1
Method|GetBoundModHandler(DataGridRow)|L5005,GetBoundModHandler,GetBoundModHandler(DataGridRow),5005,5008,"Method|UpdateRowModSubscription(DataGridRow,ModListItemViewModel?)|L4958","UpdateRowModSubscription(DataGridRow,ModListItemViewModel?)",1
"Method|SetRowIsHovered(DataGridRow,bool)|L5010",SetRowIsHovered,"SetRowIsHovered(DataGridRow,bool)",5010,5013,"Method|ModsDataGridRow_OnLoaded(object,RoutedEventArgs)|L4815;Method|ModsDataGridRow_OnMouseEnter(object,MouseEventArgs)|L4853;Method|ModsDataGridRow_OnMouseLeave(object,MouseEventArgs)|L4865;Method|ModsDataGridRow_OnUnloaded(object,RoutedEventArgs)|L4841","ModsDataGridRow_OnLoaded(object,RoutedEventArgs);ModsDataGridRow_OnMouseEnter(object,MouseEventArgs);ModsDataGridRow_OnMouseLeave(object,MouseEventArgs);ModsDataGridRow_OnUnloaded(object,RoutedEventArgs)",4
Method|GetRowIsHovered(DataGridRow)|L5015,GetRowIsHovered,GetRowIsHovered(DataGridRow),5015,5018,Method|ResetRowOverlays(DataGridRow)|L4877,ResetRowOverlays(DataGridRow),1
"Method|ModDatabasePageButton_OnClick(object,RoutedEventArgs)|L5020",ModDatabasePageButton_OnClick,"ModDatabasePageButton_OnClick(object,RoutedEventArgs)",5020,5028,,,0
"Method|SelectedModCopyForServerButton_OnClick(object,RoutedEventArgs)|L5030",SelectedModCopyForServerButton_OnClick,"SelectedModCopyForServerButton_OnClick(object,RoutedEventArgs)",5030,5055,,,0
"Method|EditConfigButton_OnClick(object,RoutedEventArgs)|L5057",EditConfigButton_OnClick,"EditConfigButton_OnClick(object,RoutedEventArgs)",5057,5142,,,0
"Method|DeleteModButton_OnClick(object,RoutedEventArgs)|L5144",DeleteModButton_OnClick,"DeleteModButton_OnClick(object,RoutedEventArgs)",5144,5159,,,0
"Method|CloseModInfoButton_OnClick(object,RoutedEventArgs)|L5161",CloseModInfoButton_OnClick,"CloseModInfoButton_OnClick(object,RoutedEventArgs)",5161,5165,,,0
Method|DeleteSelectedModsAsync()|L5167,DeleteSelectedModsAsync,DeleteSelectedModsAsync(),5167,5179,"Method|DeleteModButton_OnClick(object,RoutedEventArgs)|L5144;Method|TryHandleModListKeyDownAsync(KeyEventArgs)|L4724","DeleteModButton_OnClick(object,RoutedEventArgs);TryHandleModListKeyDownAsync(KeyEventArgs)",2
Method|DeleteSingleModAsync(ModListItemViewModel)|L5181,DeleteSingleModAsync,DeleteSingleModAsync(ModListItemViewModel),5181,5220,"Method|DeleteModButton_OnClick(object,RoutedEventArgs)|L5144;Method|DeleteSelectedModsAsync()|L5167","DeleteModButton_OnClick(object,RoutedEventArgs);DeleteSelectedModsAsync()",2
Method|DeleteMultipleModsAsync(IReadOnlyList<ModListItemViewModel>)|L5222,DeleteMultipleModsAsync,DeleteMultipleModsAsync(IReadOnlyList<ModListItemViewModel>),5222,5293,Method|DeleteSelectedModsAsync()|L5167,DeleteSelectedModsAsync(),1
"Method|TryDeleteModAtPath(ModListItemViewModel,string)|L5295",TryDeleteModAtPath,"TryDeleteModAtPath(ModListItemViewModel,string)",5295,5333,Method|DeleteMultipleModsAsync(IReadOnlyList<ModListItemViewModel>)|L5222;Method|DeleteSingleModAsync(ModListItemViewModel)|L5181,DeleteMultipleModsAsync(IReadOnlyList<ModListItemViewModel>);DeleteSingleModAsync(ModListItemViewModel),2
"Method|FixModButton_OnClick(object,RoutedEventArgs)|L5335",FixModButton_OnClick,"FixModButton_OnClick(object,RoutedEventArgs)",5335,5453,,,0
"Method|InstallModButton_OnClick(object,RoutedEventArgs)|L5455",InstallModButton_OnClick,"InstallModButton_OnClick(object,RoutedEventArgs)",5455,5557,,,0
"Method|InstallOrUpdateDependencyAsync(ModDependencyInfo,ModListItemViewModel?)|L5559",InstallOrUpdateDependencyAsync,"InstallOrUpdateDependencyAsync(ModDependencyInfo,ModListItemViewModel?)",5559,5655,"Method|FixModButton_OnClick(object,RoutedEventArgs)|L5335","FixModButton_OnClick(object,RoutedEventArgs)",1
"Method|SelectReleaseForDependency(ModDependencyInfo,ModDatabaseInfo)|L5657",SelectReleaseForDependency,"SelectReleaseForDependency(ModDependencyInfo,ModDatabaseInfo)",5657,5696,"Method|InstallOrUpdateDependencyAsync(ModDependencyInfo,ModListItemViewModel?)|L5559","InstallOrUpdateDependencyAsync(ModDependencyInfo,ModListItemViewModel?)",1
Method|SelectReleaseForInstall(ModListItemViewModel)|L5698,SelectReleaseForInstall,SelectReleaseForInstall(ModListItemViewModel),5698,5705,"Method|InstallModButton_OnClick(object,RoutedEventArgs)|L5455;Method|InstallModFromBrowserAsync(DownloadableMod)|L2736","InstallModButton_OnClick(object,RoutedEventArgs);InstallModFromBrowserAsync(DownloadableMod)",2
"Method|UpdateModButton_OnClick(object,RoutedEventArgs)|L5707",UpdateModButton_OnClick,"UpdateModButton_OnClick(object,RoutedEventArgs)",5707,5723,,,0
"Method|SelectedModVersionComboBox_OnSelectionChanged(object,SelectionChangedEventArgs)|L5725",SelectedModVersionComboBox_OnSelectionChanged,"SelectedModVersionComboBox_OnSelectionChanged(object,SelectionChangedEventArgs)",5725,5749,,,0
"Method|SelectedModVersionComboBox_OnDropDownOpened(object,EventArgs)|L5751",SelectedModVersionComboBox_OnDropDownOpened,"SelectedModVersionComboBox_OnDropDownOpened(object,EventArgs)",5751,5771,,,0
"Method|UpdateAllModsMenuItem_OnClick(object,RoutedEventArgs)|L5773",UpdateAllModsMenuItem_OnClick,"UpdateAllModsMenuItem_OnClick(object,RoutedEventArgs)",5773,5822,,,0
"Method|CheckModsCompatibilityMenuItem_OnClick(object,RoutedEventArgs)|L5824",CheckModsCompatibilityMenuItem_OnClick,"CheckModsCompatibilityMenuItem_OnClick(object,RoutedEventArgs)",5824,5928,,,0
"Method|EvaluateCompatibility(ModListItemViewModel,string,string,bool)|L5930",EvaluateCompatibility,"EvaluateCompatibility(ModListItemViewModel,string,string,bool)",5930,6005,"Method|CheckModsCompatibilityMenuItem_OnClick(object,RoutedEventArgs)|L5824","CheckModsCompatibilityMenuItem_OnClick(object,RoutedEventArgs)",1
"Method|ReleaseSupportsVersion(ModReleaseInfo,string,bool)|L6007",ReleaseSupportsVersion,"ReleaseSupportsVersion(ModReleaseInfo,string,bool)",6007,6019,"Method|EvaluateCompatibility(ModListItemViewModel,string,string,bool)|L5930","EvaluateCompatibility(ModListItemViewModel,string,string,bool)",1
"Method|ModsMenuItem_OnSubmenuOpened(object,RoutedEventArgs)|L6021",ModsMenuItem_OnSubmenuOpened,"ModsMenuItem_OnSubmenuOpened(object,RoutedEventArgs)",6021,6024,,,0
"Method|DeleteCachedModsMenuItem_OnClick(object,RoutedEventArgs)|L6026",DeleteCachedModsMenuItem_OnClick,"DeleteCachedModsMenuItem_OnClick(object,RoutedEventArgs)",6026,6079,,,0
"Method|SaveInstalledModsPdfMenuItem_OnClick(object,RoutedEventArgs)|L6081",SaveInstalledModsPdfMenuItem_OnClick,"SaveInstalledModsPdfMenuItem_OnClick(object,RoutedEventArgs)",6081,6139,,,0
"Method|TrySaveInstalledModsPdf(string,string?,string?,string,IReadOnlyDictionary<string, IReadOnlyList<ModConfigurationSnapshot>>?,string?,IReadOnlyList<ModListItemViewModel>?)|L6141",TrySaveInstalledModsPdf,"TrySaveInstalledModsPdf(string,string?,string?,string,IReadOnlyDictionary<string, IReadOnlyList<ModConfigurationSnapshot>>?,string?,IReadOnlyList<ModListItemViewModel>?)",6141,6266,"Method|SaveInstalledModsPdfMenuItem_OnClick(object,RoutedEventArgs)|L6081;Method|TrySaveModlist(Func<string?>?,out string?)|L9442","SaveInstalledModsPdfMenuItem_OnClick(object,RoutedEventArgs);TrySaveModlist(Func<string?>?,out string?)",2
"Method|ManagerDataFolderMenuItem_OnClick(object,RoutedEventArgs)|L6268",ManagerDataFolderMenuItem_OnClick,"ManagerDataFolderMenuItem_OnClick(object,RoutedEventArgs)",6268,6296,,,0
"Method|ManagerModDbPageMenuItem_OnClick(object,RoutedEventArgs)|L6298",ManagerModDbPageMenuItem_OnClick,"ManagerModDbPageMenuItem_OnClick(object,RoutedEventArgs)",6298,6301,,,0
"Method|ChangeManagerFolderMenuItem_OnClick(object,RoutedEventArgs)|L6303",ChangeManagerFolderMenuItem_OnClick,"ChangeManagerFolderMenuItem_OnClick(object,RoutedEventArgs)",6303,6424,,,0
"Method|MoveDirectoryContents(string,string)|L6426",MoveDirectoryContents,"MoveDirectoryContents(string,string)",6426,6488,"Method|ChangeManagerFolderMenuItem_OnClick(object,RoutedEventArgs)|L6303;Method|HandleResetManagerFolder(string)|L6490;Method|MoveDirectoryContents(string,string)|L6426","ChangeManagerFolderMenuItem_OnClick(object,RoutedEventArgs);HandleResetManagerFolder(string);MoveDirectoryContents(string,string)",3
Method|HandleResetManagerFolder(string)|L6490,HandleResetManagerFolder,HandleResetManagerFolder(string),6490,6584,"Method|ChangeManagerFolderMenuItem_OnClick(object,RoutedEventArgs)|L6303","ChangeManagerFolderMenuItem_OnClick(object,RoutedEventArgs)",1
Method|RestartApplication()|L6586,RestartApplication,RestartApplication(),6586,6615,"Method|ChangeManagerFolderMenuItem_OnClick(object,RoutedEventArgs)|L6303;Method|HandleResetManagerFolder(string)|L6490","ChangeManagerFolderMenuItem_OnClick(object,RoutedEventArgs);HandleResetManagerFolder(string)",2
"Method|HelpMenuItem_OnClick(object,RoutedEventArgs)|L6617",HelpMenuItem_OnClick,"HelpMenuItem_OnClick(object,RoutedEventArgs)",6617,6628,,,0
"Method|GuideMenuItem_OnClick(object,RoutedEventArgs)|L6630",GuideMenuItem_OnClick,"GuideMenuItem_OnClick(object,RoutedEventArgs)",6630,6642,,,0
"Method|ScanForModConfigsMenuItem_OnClick(object,RoutedEventArgs)|L6644",ScanForModConfigsMenuItem_OnClick,"ScanForModConfigsMenuItem_OnClick(object,RoutedEventArgs)",6644,6739,,,0
"Method|ManagerUpdateLink_OnRequestNavigate(object,RequestNavigateEventArgs)|L6741",ManagerUpdateLink_OnRequestNavigate,"ManagerUpdateLink_OnRequestNavigate(object,RequestNavigateEventArgs)",6741,6745,,,0
"Method|DiscordButton_OnClick(object,RoutedEventArgs)|L6747",DiscordButton_OnClick,"DiscordButton_OnClick(object,RoutedEventArgs)",6747,6780,,,0
"Method|ModUsagePromptLink_OnClick(object,RoutedEventArgs)|L6782",ModUsagePromptLink_OnClick,"ModUsagePromptLink_OnClick(object,RoutedEventArgs)",6782,6787,,,0
Method|OpenManagerModDatabasePage()|L6789,OpenManagerModDatabasePage,OpenManagerModDatabasePage(),6789,6817,"Method|ManagerModDbPageMenuItem_OnClick(object,RoutedEventArgs)|L6298;Method|ManagerUpdateLink_OnRequestNavigate(object,RequestNavigateEventArgs)|L6741","ManagerModDbPageMenuItem_OnClick(object,RoutedEventArgs);ManagerUpdateLink_OnRequestNavigate(object,RequestNavigateEventArgs)",2
"Method|ExperimentalCompReviewMenuItem_OnClick(object,RoutedEventArgs)|L6819",ExperimentalCompReviewMenuItem_OnClick,"ExperimentalCompReviewMenuItem_OnClick(object,RoutedEventArgs)",6819,6879,,,0
Method|BuildExperimentalCompReviewMessage(ModCompatibilityCommentsService.ExperimentalCompReviewResult)|L6881,BuildExperimentalCompReviewMessage,BuildExperimentalCompReviewMessage(ModCompatibilityCommentsService.ExperimentalCompReviewResult),6881,6901,"Method|ExperimentalCompReviewMenuItem_OnClick(object,RoutedEventArgs)|L6819","ExperimentalCompReviewMenuItem_OnClick(object,RoutedEventArgs)",1
Method|FormatExperimentalCompReviewScore(double)|L6903,FormatExperimentalCompReviewScore,FormatExperimentalCompReviewScore(double),6903,6907,Method|BuildExperimentalCompReviewMessage(ModCompatibilityCommentsService.ExperimentalCompReviewResult)|L6881,BuildExperimentalCompReviewMessage(ModCompatibilityCommentsService.ExperimentalCompReviewResult),1
"Method|DeleteCloudAuthMenuItem_OnClick(object,RoutedEventArgs)|L6909",DeleteCloudAuthMenuItem_OnClick,"DeleteCloudAuthMenuItem_OnClick(object,RoutedEventArgs)",6909,6926,,,0
Method|ResolveExperimentalCompReviewIdentifier(ModListItemViewModel)|L6928,ResolveExperimentalCompReviewIdentifier,ResolveExperimentalCompReviewIdentifier(ModListItemViewModel),6928,6936,"Method|ExperimentalCompReviewMenuItem_OnClick(object,RoutedEventArgs)|L6819","ExperimentalCompReviewMenuItem_OnClick(object,RoutedEventArgs)",1
Method|TryExtractModSlug(string?)|L6938,TryExtractModSlug,TryExtractModSlug(string?),6938,6971,Method|ResolveExperimentalCompReviewIdentifier(ModListItemViewModel)|L6928,ResolveExperimentalCompReviewIdentifier(ModListItemViewModel),1
"Method|ClearAllCachesMenuItem_OnClick(object,RoutedEventArgs)|L6973",ClearAllCachesMenuItem_OnClick,"ClearAllCachesMenuItem_OnClick(object,RoutedEventArgs)",6973,7088,,,0
"Method|RestoreFirebaseAuthBackupMenuItem_OnClick(object,RoutedEventArgs)|L7090",RestoreFirebaseAuthBackupMenuItem_OnClick,"RestoreFirebaseAuthBackupMenuItem_OnClick(object,RoutedEventArgs)",7090,7166,,,0
"Method|DeleteAllManagerFilesMenuItem_OnClick(object,RoutedEventArgs)|L7168",DeleteAllManagerFilesMenuItem_OnClick,"DeleteAllManagerFilesMenuItem_OnClick(object,RoutedEventArgs)",7168,7239,,,0
Method|SwitchToInstalledModsTab()|L7241,SwitchToInstalledModsTab,SwitchToInstalledModsTab(),7241,7245,"Method|DeleteAllManagerFilesMenuItem_OnClick(object,RoutedEventArgs)|L7168;Method|PrepareForModlistLoad()|L7247","DeleteAllManagerFilesMenuItem_OnClick(object,RoutedEventArgs);PrepareForModlistLoad()",2
Method|PrepareForModlistLoad()|L7247,PrepareForModlistLoad,PrepareForModlistLoad(),7247,7251,"Method|InstallCloudModlistButton_OnClick(object,RoutedEventArgs)|L10666;Method|LoadModlistFromCloudMenuItem_OnClick(object,RoutedEventArgs)|L10740;Method|LoadModlistFromFileAsync(string)|L11017","InstallCloudModlistButton_OnClick(object,RoutedEventArgs);LoadModlistFromCloudMenuItem_OnClick(object,RoutedEventArgs);LoadModlistFromFileAsync(string)",3
Method|UpdateModlistLoadingUiState()|L7254,UpdateModlistLoadingUiState,UpdateModlistLoadingUiState(),7254,7272,"Method|ApplyPresetAsync(ModPreset,bool)|L12576","ApplyPresetAsync(ModPreset,bool)",1
Method|RefreshDeleteCachedModsMenuHeaderAsync()|L7274,RefreshDeleteCachedModsMenuHeaderAsync,RefreshDeleteCachedModsMenuHeaderAsync(),7274,7292,"Method|ClearManagerCachesForVersionUpdateAsync()|L693;Method|DeleteCachedModsMenuItem_OnClick(object,RoutedEventArgs)|L6026;Method|MainWindow_Loaded(object,RoutedEventArgs)|L590;Method|ModsMenuItem_OnSubmenuOpened(object,RoutedEventArgs)|L6021;Method|ReloadViewModelAsync()|L4358;Method|UpdateModsAsync(IReadOnlyList<ModListItemViewModel>,bool,IReadOnlyDictionary<ModListItemViewModel, ModReleaseInfo>?,bool,Func<ModListItemViewModel, ModReleaseInfo, IProgress<ModUpdateProgress>?>?,Action<ModListItemViewModel, ModReleaseInfo, ModUpdateResult>?)|L13891","ClearManagerCachesForVersionUpdateAsync();DeleteCachedModsMenuItem_OnClick(object,RoutedEventArgs);MainWindow_Loaded(object,RoutedEventArgs);ModsMenuItem_OnSubmenuOpened(object,RoutedEventArgs);ReloadViewModelAsync();UpdateModsAsync(IReadOnlyList<ModListItemViewModel>,bool,IReadOnlyDictionary<ModListItemViewModel, ModReleaseInfo>?,bool,Func<ModListItemViewModel, ModReleaseInfo, IProgress<ModUpdateProgress>?>?,Action<ModListItemViewModel, ModReleaseInfo, ModUpdateResult>?)",6
Method|CalculateDirectorySize(string)|L7294,CalculateDirectorySize,CalculateDirectorySize(string),7294,7353,Method|RefreshDeleteCachedModsMenuHeaderAsync()|L7274,RefreshDeleteCachedModsMenuHeaderAsync(),1
Method|GetCachedModsDirectory()|L7355,GetCachedModsDirectory,GetCachedModsDirectory(),7355,7358,"Method|DeleteCachedModsMenuItem_OnClick(object,RoutedEventArgs)|L6026;Method|RefreshDeleteCachedModsMenuHeaderAsync()|L7274","DeleteCachedModsMenuItem_OnClick(object,RoutedEventArgs);RefreshDeleteCachedModsMenuHeaderAsync()",2
Method|GetManagerDataDirectory()|L7360,GetManagerDataDirectory,GetManagerDataDirectory(),7360,7363,"Method|ManagerDataFolderMenuItem_OnClick(object,RoutedEventArgs)|L6268","ManagerDataFolderMenuItem_OnClick(object,RoutedEventArgs)",1
Method|DeleteAllManagerFiles(string?)|L7365,DeleteAllManagerFiles,DeleteAllManagerFiles(string?),7365,7427,"Method|DeleteAllManagerFilesMenuItem_OnClick(object,RoutedEventArgs)|L7168","DeleteAllManagerFilesMenuItem_OnClick(object,RoutedEventArgs)",1
"Method|AddCandidateDirectory(ISet<string>,string?)|L7429",AddCandidateDirectory,"AddCandidateDirectory(ISet<string>,string?)",7429,7435,Method|DeleteAllManagerFiles(string?)|L7365,DeleteAllManagerFiles(string?),1
"Method|AddCandidateFile(ISet<string>,string?)|L7437",AddCandidateFile,"AddCandidateFile(ISet<string>,string?)",7437,7443,Method|DeleteAllManagerFiles(string?)|L7365,DeleteAllManagerFiles(string?),1
"Method|TryCombineSpecialFolder(Environment.SpecialFolder,string)|L7445",TryCombineSpecialFolder,"TryCombineSpecialFolder(Environment.SpecialFolder,string)",7445,7459,Method|DeleteAllManagerFiles(string?)|L7365,DeleteAllManagerFiles(string?),1
Method|TryGetSpecialFolderPath(Environment.SpecialFolder)|L7461,TryGetSpecialFolderPath,TryGetSpecialFolderPath(Environment.SpecialFolder),7461,7475,"Method|TryCombineSpecialFolder(Environment.SpecialFolder,string)|L7445","TryCombineSpecialFolder(Environment.SpecialFolder,string)",1
Method|TryNormalizePath(string?)|L7477,TryNormalizePath,TryNormalizePath(string?),7477,7490,"Method|AddCandidateDirectory(ISet<string>,string?)|L7429;Method|AddCandidateFile(ISet<string>,string?)|L7437","AddCandidateDirectory(ISet<string>,string?);AddCandidateFile(ISet<string>,string?)",2
Method|RefreshModsWithErrorHandlingAsync()|L7492,RefreshModsWithErrorHandlingAsync,RefreshModsWithErrorHandlingAsync(),7492,7516,,,0
Method|ClearManagerCaches(bool)|L7518,ClearManagerCaches,ClearManagerCaches(bool),7518,7544,Method|ClearManagerCachesForVersionUpdateAsync()|L693,ClearManagerCachesForVersionUpdateAsync(),1
Method|ClearCachedModsDirectory(string)|L7546,ClearCachedModsDirectory,ClearCachedModsDirectory(string),7546,7551,Method|ClearManagerCaches(bool)|L7518,ClearManagerCaches(bool),1
"Method|BuildCacheClearErrorMessage(string,Exception)|L7553",BuildCacheClearErrorMessage,"BuildCacheClearErrorMessage(string,Exception)",7553,7570,Method|ClearManagerCaches(bool)|L7518,ClearManagerCaches(bool),1
Method|OnActiveGameProfileChangedAsync()|L7572,OnActiveGameProfileChangedAsync,OnActiveGameProfileChangedAsync(),7572,7580,"Method|CreateGameProfileMenuItem_OnClick(object,RoutedEventArgs)|L7588;Method|DeleteGameProfileMenuItem_OnClick(object,RoutedEventArgs)|L7672;Method|GameProfileMenuItem_OnClick(object,RoutedEventArgs)|L7700","CreateGameProfileMenuItem_OnClick(object,RoutedEventArgs);DeleteGameProfileMenuItem_OnClick(object,RoutedEventArgs);GameProfileMenuItem_OnClick(object,RoutedEventArgs)",3
"Method|GameProfilesMenuItem_OnSubmenuOpened(object,RoutedEventArgs)|L7582",GameProfilesMenuItem_OnSubmenuOpened,"GameProfilesMenuItem_OnSubmenuOpened(object,RoutedEventArgs)",7582,7586,,,0
"Method|CreateGameProfileMenuItem_OnClick(object,RoutedEventArgs)|L7588",CreateGameProfileMenuItem_OnClick,"CreateGameProfileMenuItem_OnClick(object,RoutedEventArgs)",7588,7638,,,0
"Method|EditGameProfileMenuItem_OnClick(object,RoutedEventArgs)|L7640",EditGameProfileMenuItem_OnClick,"EditGameProfileMenuItem_OnClick(object,RoutedEventArgs)",7640,7670,,,0
"Method|DeleteGameProfileMenuItem_OnClick(object,RoutedEventArgs)|L7672",DeleteGameProfileMenuItem_OnClick,"DeleteGameProfileMenuItem_OnClick(object,RoutedEventArgs)",7672,7698,,,0
"Method|GameProfileMenuItem_OnClick(object,RoutedEventArgs)|L7700",GameProfileMenuItem_OnClick,"GameProfileMenuItem_OnClick(object,RoutedEventArgs)",7700,7714,,,0
"Method|SelectDataFolderMenuItem_OnClick(object,RoutedEventArgs)|L7716",SelectDataFolderMenuItem_OnClick,"SelectDataFolderMenuItem_OnClick(object,RoutedEventArgs)",7716,7733,,,0
"Method|SelectGameFolderMenuItem_OnClick(object,RoutedEventArgs)|L7735",SelectGameFolderMenuItem_OnClick,"SelectGameFolderMenuItem_OnClick(object,RoutedEventArgs)",7735,7750,,,0
Method|RefreshDeveloperProfilesMenuEntries()|L7752,RefreshDeveloperProfilesMenuEntries,RefreshDeveloperProfilesMenuEntries(),7752,7790,"Method|DeveloperProfileManager_OnCurrentProfileChanged(object?,DeveloperProfileChangedEventArgs)|L7914;Method|OnActiveGameProfileChangedAsync()|L7572;Method|SelectDataFolderMenuItem_OnClick(object,RoutedEventArgs)|L7716","DeveloperProfileManager_OnCurrentProfileChanged(object?,DeveloperProfileChangedEventArgs);OnActiveGameProfileChangedAsync();SelectDataFolderMenuItem_OnClick(object,RoutedEventArgs)",3
Method|RefreshGameProfileMenuItems()|L7792,RefreshGameProfileMenuItems,RefreshGameProfileMenuItems(),7792,7832,"Method|CreateGameProfileMenuItem_OnClick(object,RoutedEventArgs)|L7588;Method|DeleteGameProfileMenuItem_OnClick(object,RoutedEventArgs)|L7672;Method|GameProfilesMenuItem_OnSubmenuOpened(object,RoutedEventArgs)|L7582","CreateGameProfileMenuItem_OnClick(object,RoutedEventArgs);DeleteGameProfileMenuItem_OnClick(object,RoutedEventArgs);GameProfilesMenuItem_OnSubmenuOpened(object,RoutedEventArgs)",3
Method|UpdateGameProfileMenuChecks()|L7834,UpdateGameProfileMenuChecks,UpdateGameProfileMenuChecks(),7834,7841,"Method|CreateGameProfileMenuItem_OnClick(object,RoutedEventArgs)|L7588;Method|DeleteGameProfileMenuItem_OnClick(object,RoutedEventArgs)|L7672;Method|GameProfileMenuItem_OnClick(object,RoutedEventArgs)|L7700;Method|GameProfilesMenuItem_OnSubmenuOpened(object,RoutedEventArgs)|L7582","CreateGameProfileMenuItem_OnClick(object,RoutedEventArgs);DeleteGameProfileMenuItem_OnClick(object,RoutedEventArgs);GameProfileMenuItem_OnClick(object,RoutedEventArgs);GameProfilesMenuItem_OnSubmenuOpened(object,RoutedEventArgs)",4
Method|UpdateActiveGameProfileDisplay()|L7843,UpdateActiveGameProfileDisplay,UpdateActiveGameProfileDisplay(),7843,7860,Method|OnActiveGameProfileChangedAsync()|L7572;Method|RefreshGameProfileMenuItems()|L7792,OnActiveGameProfileChangedAsync();RefreshGameProfileMenuItems(),2
Method|UpdateDeveloperProfileMenuChecks()|L7862,UpdateDeveloperProfileMenuChecks,UpdateDeveloperProfileMenuChecks(),7862,7880,"Method|DeveloperProfileManager_OnCurrentProfileChanged(object?,DeveloperProfileChangedEventArgs)|L7914;Method|DeveloperProfileMenuItem_OnClick(object,RoutedEventArgs)|L7882;Method|RefreshDeveloperProfilesMenuEntries()|L7752","DeveloperProfileManager_OnCurrentProfileChanged(object?,DeveloperProfileChangedEventArgs);DeveloperProfileMenuItem_OnClick(object,RoutedEventArgs);RefreshDeveloperProfilesMenuEntries()",3
"Method|DeveloperProfileMenuItem_OnClick(object,RoutedEventArgs)|L7882",DeveloperProfileMenuItem_OnClick,"DeveloperProfileMenuItem_OnClick(object,RoutedEventArgs)",7882,7912,,,0
"Method|DeveloperProfileManager_OnCurrentProfileChanged(object?,DeveloperProfileChangedEventArgs)|L7914",DeveloperProfileManager_OnCurrentProfileChanged,"DeveloperProfileManager_OnCurrentProfileChanged(object?,DeveloperProfileChangedEventArgs)",7914,7928,"Method|DeveloperProfileManager_OnCurrentProfileChanged(object?,DeveloperProfileChangedEventArgs)|L7914","DeveloperProfileManager_OnCurrentProfileChanged(object?,DeveloperProfileChangedEventArgs)",1
"Method|ExitMenuItem_OnClick(object,RoutedEventArgs)|L7930",ExitMenuItem_OnClick,"ExitMenuItem_OnClick(object,RoutedEventArgs)",7930,7933,,,0
"Method|ManageServerTargetsMenuItem_OnClick(object,RoutedEventArgs)|L7935",ManageServerTargetsMenuItem_OnClick,"ManageServerTargetsMenuItem_OnClick(object,RoutedEventArgs)",7935,7946,,,0
"Method|SyncToServerMenuItem_OnClick(object,RoutedEventArgs)|L7948",SyncToServerMenuItem_OnClick,"SyncToServerMenuItem_OnClick(object,RoutedEventArgs)",7948,7997,,,0
"Method|CreateSftpClientWrapper(ServerTarget,string?,Func<string, HostKeyVerificationResult, Task<bool>>)|L7999",CreateSftpClientWrapper,"CreateSftpClientWrapper(ServerTarget,string?,Func<string, HostKeyVerificationResult, Task<bool>>)",7999,8005,,,0
